date,state-ids,death,hospitalized,negative,positive
2020-04-28,26,301,912,63248,6788
2020-04-28,27,314,,66200,7303
2020-04-28,28,2,,51,14
2020-04-28,29,239,1088,58070,6342
2020-04-28,30,15,61,12740,451
2020-04-28,31,342,,103184,9568
2020-04-28,32,19,79,22732,991
2020-04-28,33,55,,20247,3358
2020-04-28,34,60,246,18207,1938
2020-04-28,35,7835,,120503,113856
2020-04-28,36,104,481,55980,2823
2020-04-28,37,251,,35314,4805
2020-04-28,38,17638,75362,549888,295106
2020-04-28,39,799,3340,106578,16769
2020-04-28,40,207,656,56289,3410
2020-04-28,41,92,554,48844,2354
2020-04-28,42,1716,,165824,43264
2020-04-28,43,86,,9313,1400
2020-04-28,44,239,732,45689,8296
2020-04-28,45,177,944,46532,5613
2020-04-28,46,11,157,14299,2313
2020-04-28,47,188,894,151876,10052
2020-04-28,48,690,,274213,26171
2020-04-28,49,45,370,98096,4343
2020-04-28,50,492,3422,68959,14339
2020-04-28,51,4,,719,59
2020-04-28,52,47,,13947,862
2020-04-28,53,765,,193339,15043
2020-04-28,54,300,1456,63535,7391
2020-04-28,55,37,,41976,1079
2020-04-28,56,7,56,8226,536
2020-04-27,1,9,,15911,345
2020-04-27,2,222,872,67498,6499
2020-04-27,3,50,,37440,3017
2020-04-27,4,0,,3,0
2020-04-27,5,275,1772,59827,6716
2020-04-27,6,1755,,509945,43464
2020-04-27,7,680,2438,49833,13441
2020-04-27,8,1998,,54542,25269
2020-04-27,9,185,,14524,3892
2020-04-27,10,181,,15454,4162
2020-04-27,11,1101,5211,324325,32138
2020-04-27,12,971,4681,103256,23913
2020-04-27,13,5,,1424,142
2020-04-27,14,14,68,28404,606
2020-04-27,15,127,,32282,5868
2020-04-27,16,56,169,18127,1897
2020-04-27,17,1983,,181745,45883
2020-04-27,18,844,,68515,15961
2020-04-27,19,120,496,23839,3328
2020-04-27,20,208,1274,44400,4074
2020-04-27,21,1697,,119921,27068
2020-04-27,22,3003,5237,188425,56462
2020-04-27,23,1045,4101,85489,19487
2020-04-27,24,51,161,16784,1023
2020-04-27,25,4148,,140972,44709
2020-04-27,26,286,861,60503,6187
2020-04-27,27,288,,63935,7171
2020-04-27,28,2,,51,14
2020-04-27,29,229,1060,57368,6094
2020-04-27,30,14,61,12584,449
2020-04-27,31,306,,100778,9142
2020-04-27,32,19,77,21492,942
2020-04-27,33,56,,19335,3028
2020-04-27,34,60,242,17860,1864
2020-04-27,35,7407,,116587,111188
2020-04-27,36,99,412,53889,2726
2020-04-27,37,245,,34123,4690
2020-04-27,38,17303,74602,534099,291996
2020-04-27,39,753,3232,103692,16325
2020-04-27,40,197,656,49891,3280
2020-04-27,41,92,554,48844,2354
2020-04-27,42,1597,,161372,42050
2020-04-27,43,84,,9313,1389
2020-04-27,44,233,718,43915,7972
2020-04-27,45,174,944,45271,5490
2020-04-27,46,11,150,14130,2245
2020-04-27,47,184,837,144484,9918
2020-04-27,48,663,,265220,25297
2020-04-27,49,41,349,95962,4233
2020-04-27,50,458,3298,67144,13535
2020-04-27,51,4,,716,59
2020-04-27,52,47,,13819,862
2020-04-27,53,749,,187666,14748
2020-04-27,54,281,1415,61311,7161
2020-04-27,55,36,,41976,1063
2020-04-27,56,7,54,7797,520
2020-04-26,1,9,,15836,341
2020-04-26,2,216,845,67281,6270
2020-04-26,3,49,291,36528,2941
2020-04-26,4,0,,3,0
2020-04-26,5,275,1716,58285,6526
2020-04-26,6,1710,,483920,42164
2020-04-26,7,672,2410,46823,12968
2020-04-26,8,1924,,54542,25269
2020-04-26,9,178,,14227,3841
2020-04-26,10,168,,15215,4034
2020-04-26,11,1094,5155,313085,31528
2020-04-26,12,912,4359,99822,23401
2020-04-26,13,5,,1387,141
2020-04-26,14,14,68,27880,603
2020-04-26,15,118,,30614,5476
2020-04-26,16,56,169,17611,1887
2020-04-26,17,1933,,171049,43903
2020-04-26,18,813,,66696,15012
2020-04-26,19,118,485,23053,3174
2020-04-26,20,205,1266,42653,3905
2020-04-26,21,1670,,116263,26773
2020-04-26,22,2899,5104,181162,54938
2020-04-26,23,1001,3962,78084,18581
2020-04-26,24,50,159,16784,1015
2020-04-26,25,4036,,134431,43789
2020-04-26,26,272,829,59161,5512
2020-04-26,27,274,,62751,6997
2020-04-26,28,2,,51,14
2020-04-26,29,227,1001,54877,5911
2020-04-26,30,14,61,12414,448
2020-04-26,31,299,,99064,8830
2020-04-26,32,17,71,19850,867
2020-04-26,33,53,,18496,2732
2020-04-26,34,60,238,16964,1787
2020-04-26,35,7268,,114106,109038
2020-04-26,36,93,412,51075,2660
2020-04-26,37,235,,33584,4602
2020-04-26,38,16966,73540,517305,288045
2020-04-26,39,728,3178,100423,15963
2020-04-26,40,195,653,49891,3253
2020-04-26,41,91,546,46653,2311
2020-04-26,42,1550,,157428,41165
2020-04-26,43,84,,9313,1371
2020-04-26,44,226,691,42746,7769
2020-04-26,45,174,944,45271,5490
2020-04-26,46,11,135,14062,2212
2020-04-26,47,181,828,137807,9667
2020-04-26,48,648,,251390,24631
2020-04-26,49,41,345,91579,4123
2020-04-26,50,448,2014,63630,12970
2020-04-26,51,4,,700,57
2020-04-26,52,46,,13518,855
2020-04-26,53,738,,182238,14379
2020-04-26,54,272,1397,59235,6963
2020-04-26,55,34,,38019,1044
2020-04-26,56,7,54,7797,502
2020-04-25,1,9,,15393,339
2020-04-25,2,212,839,65207,6137
2020-04-25,3,47,291,35224,2829
2020-04-25,4,0,,3,0
2020-04-25,5,266,1672,56228,6280
2020-04-25,6,1651,,464898,41137
2020-04-25,7,674,2366,44533,12255
2020-04-25,8,1862,,53020,24582
2020-04-25,9,165,,13603,3699
2020-04-25,10,155,,14122,3576
2020-04-25,11,1075,5045,302260,30839
2020-04-25,12,904,4326,96319,22695
2020-04-25,13,5,,1308,141
2020-04-25,14,13,67,27439,601
2020-04-25,15,112,,29258,5092
2020-04-25,16,54,168,17611,1870
2020-04-25,17,1874,,159840,41777
2020-04-25,18,785,,65379,14395
2020-04-25,19,117,474,22143,3056
2020-04-25,20,200,1143,41183,3779
2020-04-25,21,1644,,112490,26512
2020-04-25,22,2877,4965,173497,53348
2020-04-25,23,948,3760,71357,17766
2020-04-25,24,50,156,16784,990
2020-04-25,25,3929,,128955,43263
2020-04-25,26,244,797,56982,5127
2020-04-25,27,273,,60392,6826
2020-04-25,28,2,,51,14
2020-04-25,29,221,996,53239,5718
2020-04-25,30,14,61,12052,445
2020-04-25,31,289,,96642,8623
2020-04-25,32,16,70,18547,803
2020-04-25,33,50,,17552,2421
2020-04-25,34,53,224,16007,1720
2020-04-25,35,7166,,108163,105523
2020-04-25,36,84,412,48989,2521
2020-04-25,37,229,,32669,4539
2020-04-25,38,16599,72444,495425,282143
2020-04-25,39,711,3115,96396,15587
2020-04-25,40,194,637,49891,3193
2020-04-25,41,87,536,45124,2253
2020-04-25,42,1537,,152886,40049
2020-04-25,43,83,,9313,1307
2020-04-25,44,215,576,40860,7493
2020-04-25,45,166,944,43761,5253
2020-04-25,46,10,128,13449,2147
2020-04-25,47,178,821,132217,9189
2020-04-25,48,623,,239043,23773
2020-04-25,49,41,329,86258,3948
2020-04-25,50,436,1942,60276,12366
2020-04-25,51,3,,693,55
2020-04-25,52,46,,13270,852
2020-04-25,53,665,,180266,14266
2020-04-25,54,266,1376,57138,6715
2020-04-25,55,32,,31946,1020
2020-04-25,56,7,54,7797,491
2020-04-24,1,9,,11942,339
2020-04-24,2,197,768,46863,5832
2020-04-24,3,45,291,32837,2741
2020-04-24,4,,,3,0
2020-04-24,5,266,1626,54669,6045
2020-04-24,6,1562,,454919,39254
2020-04-24,7,552,2237,41062,11262
2020-04-24,8,1764,,50117,23921
2020-04-24,9,153,,13005,3528
2020-04-24,10,147,,13937,3442
2020-04-24,11,1031,4888,286785,30174
2020-04-24,12,892,4221,85029,22147
2020-04-24,13,5,,1233,140
2020-04-24,14,12,63,26291,596
2020-04-24,15,107,,27528,4445
2020-04-24,16,54,166,17611,1836
2020-04-24,17,1795,,149974,39658
2020-04-24,18,741,,61873,13680
2020-04-24,19,111,457,20811,2777
2020-04-24,20,191,1115,39363,3481
2020-04-24,21,1601,,111972,26140
2020-04-24,22,2877,4752,164244,50969
2020-04-24,23,899,3618,68100,16616
2020-04-24,24,47,152,16784,965
2020-04-24,25,3818,,123054,42730
2020-04-24,26,221,756,54706,4788
2020-04-24,27,262,,58582,6625
2020-04-24,28,2,,51,14
2020-04-24,29,209,970,50236,5434
2020-04-24,30,14,59,11683,444
2020-04-24,31,269,,92532,8052
2020-04-24,32,15,67,16701,747
2020-04-24,33,47,,16488,2124
2020-04-24,34,51,218,15139,1670
2020-04-24,35,6886,,103766,102196
2020-04-24,36,78,367,44184,2379
2020-04-24,37,216,,31794,4398
2020-04-24,38,16162,71373,459066,271590
2020-04-24,39,690,3053,92528,15169
2020-04-24,40,188,637,43019,3121
2020-04-24,41,86,520,43315,2177
2020-04-24,42,1492,,147491,38652
2020-04-24,43,77,,9313,1276
2020-04-24,44,202,576,39071,7188
2020-04-24,45,150,837,39546,4917
2020-04-24,46,10,124,12784,2040
2020-04-24,47,168,808,122602,8726
2020-04-24,48,593,,219741,22806
2020-04-24,49,39,315,80915,3782
2020-04-24,50,410,1837,57846,11594
2020-04-24,51,3,,642,54
2020-04-24,52,44,,12808,843
2020-04-24,53,659,,176984,14100
2020-04-24,54,262,1353,54573,6364
2020-04-24,55,32,,28823,988
2020-04-24,56,7,54,7696,473
2020-04-23,1,9,,11824,337
2020-04-23,2,197,768,46863,5778
2020-04-23,3,45,291,29125,2465
2020-04-23,4,,,3,0
2020-04-23,5,249,1572,52928,5769
2020-04-23,6,1469,,444728,37369
2020-04-23,7,508,2123,39767,10878
2020-04-23,8,1639,,48397,23100
2020-04-23,9,139,,12569,3361
2020-04-23,10,131,,13604,3308
2020-04-23,11,979,4693,267876,28832
2020-04-23,12,872,4069,79550,21512
2020-04-23,13,5,,1180,138
2020-04-23,14,12,63,25536,592
2020-04-23,15,96,,25338,3924
2020-04-23,16,54,162,17370,1802
2020-04-23,17,1688,,136382,36934
2020-04-23,18,706,,59001,13039
2020-04-23,19,112,442,18836,2482
2020-04-23,20,185,1105,32702,3373
2020-04-23,21,1540,,111774,25739
2020-04-23,22,2769,4493,156324,47992
2020-04-23,23,831,3477,64363,15737
2020-04-23,24,44,150,16784,937
2020-04-23,25,3711,,115005,41694
2020-04-23,26,200,712,52144,4270
2020-04-23,27,218,,53129,6321
2020-04-23,28,2,,51,14
2020-04-23,29,201,946,50236,5153
2020-04-23,30,14,59,11433,442
2020-04-23,31,253,,88577,7608
2020-04-23,32,15,65,15621,709
2020-04-23,33,45,,15547,1813
2020-04-23,34,48,213,14424,1588
2020-04-23,35,6607,,100159,99989
2020-04-23,36,71,331,39022,2210
2020-04-23,37,210,,30541,4208
2020-04-23,38,15740,70182,432460,263460
2020-04-23,39,656,2960,88183,14694
2020-04-23,40,179,622,43019,3017
2020-04-23,41,83,512,41849,2127
2020-04-23,42,1421,,142061,37053
2020-04-23,43,69,,9313,915
2020-04-23,44,213,757,36423,6773
2020-04-23,45,150,837,39546,4917
2020-04-23,46,9,119,12109,1956
2020-04-23,47,170,793,114834,8266
2020-04-23,48,561,,203134,21944
2020-04-23,49,35,301,77015,3612
2020-04-23,50,372,1753,53891,10998
2020-04-23,51,3,,583,54
2020-04-23,52,43,,12420,834
2020-04-23,53,654,,171158,13750
2020-04-23,54,257,1318,51456,6011
2020-04-23,55,29,,26938,967
2020-04-23,56,7,52,7241,453
2020-04-22,1,9,36,11824,335
2020-04-22,2,194,730,43295,5465
2020-04-22,3,42,291,27437,2276
2020-04-22,4,,,3,0
2020-04-22,5,229,1528,51142,5459
2020-04-22,6,1354,,429931,35396
2020-04-22,7,486,2003,38257,10447
2020-04-22,8,1544,,47449,22469
2020-04-22,9,127,,12296,3206
2020-04-22,10,117,,13353,3200
2020-04-22,11,910,4469,260318,28309
2020-04-22,12,836,3959,73332,20740
2020-04-22,13,5,,1086,134
2020-04-22,14,12,56,24760,586
2020-04-22,15,90,,24496,3748
2020-04-22,16,51,158,16404,1766
2020-04-22,17,1565,,129238,35108
2020-04-22,18,661,,57032,12438
2020-04-22,19,110,432,17992,2211
2020-04-22,20,171,1076,30136,3192
2020-04-22,21,1473,,111588,25258
2020-04-22,22,2597,4256,144789,44913
2020-04-22,23,779,3325,61754,14775
2020-04-22,24,39,144,16784,907
2020-04-22,25,3602,,106653,40705
2020-04-22,26,179,660,50165,3758
2020-04-22,27,208,,52019,6137
2020-04-22,28,2,,51,14
2020-04-22,29,193,910,48941,4894
2020-04-22,30,14,59,11144,439
2020-04-22,31,242,,83116,7220
2020-04-22,32,14,62,14910,677
2020-04-22,33,38,,14957,1722
2020-04-22,34,42,206,13550,1491
2020-04-22,35,6275,,95794,95865
2020-04-22,36,65,306,38805,2072
2020-04-22,37,201,,29807,4081
2020-04-22,38,15302,68773,412766,257216
2020-04-22,39,610,2882,84389,14117
2020-04-22,40,170,588,43019,2894
2020-04-22,41,78,488,39126,2059
2020-04-22,42,1622,,136272,35684
2020-04-22,43,67,,8842,915
2020-04-22,44,201,717,34528,6354
2020-04-22,45,140,837,38350,4761
2020-04-22,46,8,111,11588,1858
2020-04-22,47,166,775,107138,7842
2020-04-22,48,543,,195714,21069
2020-04-22,49,34,288,73015,3445
2020-04-22,50,349,1659,50512,10266
2020-04-22,51,3,,583,54
2020-04-22,52,40,,12097,831
2020-04-22,53,647,,166469,13476
2020-04-22,54,246,1302,49502,5766
2020-04-22,55,26,,24897,939
2020-04-22,56,6,52,7301,447
2020-04-21,1,9,36,10790,329
2020-04-21,2,177,699,43295,5231
2020-04-21,3,43,291,25214,2227
2020-04-21,4,,,3,0
2020-04-21,5,208,1484,49901,5251
2020-04-21,6,1268,,266839,33261
2020-04-21,7,449,1880,37360,10106
2020-04-21,8,1423,,43832,20360
2020-04-21,9,112,,11841,3098
2020-04-21,10,104,,12935,2931
2020-04-21,11,856,4235,249564,27495
2020-04-21,12,799,3779,68259,19881
2020-04-21,13,5,,1033,133
2020-04-21,14,10,55,24112,584
2020-04-21,15,83,,23974,3641
2020-04-21,16,48,157,16071,1736
2020-04-21,17,1468,,121938,33059
2020-04-21,18,630,,55167,12097
2020-04-21,19,107,419,17076,2025
2020-04-21,20,154,1059,29770,3050
2020-04-21,21,1405,,111588,24854
2020-04-21,22,2449,4009,141444,43168
2020-04-21,23,732,3158,59442,14193
2020-04-21,24,36,139,14076,888
2020-04-21,25,3471,,99667,39589
2020-04-21,26,160,629,48341,3452
2020-04-21,27,189,,51179,5941
2020-04-21,28,2,,51,14
2020-04-21,29,183,858,47648,4716
2020-04-21,30,12,59,10804,437
2020-04-21,31,213,,76380,6951
2020-04-21,32,13,54,14343,644
2020-04-21,33,33,,14724,1648
2020-04-21,34,42,206,12848,1491
2020-04-21,35,5932,,92439,92387
2020-04-21,36,58,291,36784,1971
2020-04-21,37,193,,29118,3937
2020-04-21,38,14828,67271,397635,251690
2020-04-21,39,557,2779,80989,13725
2020-04-21,40,164,561,41537,2807
2020-04-21,41,78,471,39126,2002
2020-04-21,42,1564,,132323,34528
2020-04-21,43,64,,8789,1298
2020-04-21,44,186,674,32606,5972
2020-04-21,45,124,776,36838,4439
2020-04-21,46,8,100,11060,1755
2020-04-21,47,157,760,100788,7394
2020-04-21,48,517,,185203,20196
2020-04-21,49,32,277,69062,3296
2020-04-21,50,324,1581,48724,9630
2020-04-21,51,3,,574,54
2020-04-21,52,40,,11767,828
2020-04-21,53,640,,161625,13193
2020-04-21,54,242,1252,47841,5509
2020-04-21,55,26,,21849,914
2020-04-21,56,6,52,7301,441
2020-04-20,1,9,36,9803,321
2020-04-20,2,167,641,40875,5025
2020-04-20,3,42,291,24630,1923
2020-04-20,4,,,3,0
2020-04-20,5,187,1454,49436,5064
2020-04-20,6,1208,,259522,30978
2020-04-20,7,422,1813,36465,9730
2020-04-20,8,1331,,42991,19815
2020-04-20,9,105,,11186,2927
2020-04-20,10,99,,12508,2745
2020-04-20,11,806,4010,239565,26660
2020-04-20,12,733,3550,65381,18947
2020-04-20,13,5,,991,133
2020-04-20,14,10,52,23595,580
2020-04-20,15,79,,22661,3159
2020-04-20,16,45,151,15773,1672
2020-04-20,17,1349,,116850,31508
2020-04-20,18,569,,52953,11686
2020-04-20,19,100,405,16775,1986
2020-04-20,20,148,1059,29612,2960
2020-04-20,21,1328,,111588,24523
2020-04-20,22,2303,3872,136046,41416
2020-04-20,23,683,3014,57713,13684
2020-04-20,24,35,138,14076,875
2020-04-20,25,3347,,93393,38494
2020-04-20,26,143,602,46854,3190
2020-04-20,27,177,,50206,5807
2020-04-20,28,2,,51,14
2020-04-20,29,169,819,46922,4512
2020-04-20,30,10,57,10618,433
2020-04-20,31,179,,72720,6764
2020-04-20,32,13,53,14120,626
2020-04-20,33,28,,14206,1474
2020-04-20,34,41,198,12726,1392
2020-04-20,35,5518,,89251,88806
2020-04-20,36,55,274,35197,1845
2020-04-20,37,180,,28517,3830
2020-04-20,38,14347,65969,386349,247512
2020-04-20,39,509,2653,77920,12919
2020-04-20,40,143,541,32966,2680
2020-04-20,41,75,465,38089,1956
2020-04-20,42,1204,,129720,33232
2020-04-20,43,63,,8486,1252
2020-04-20,44,175,629,30883,5585
2020-04-20,45,120,776,36103,4377
2020-04-20,46,7,87,10641,1685
2020-04-20,47,152,730,93451,7238
2020-04-20,48,495,,170936,19458
2020-04-20,49,28,268,65098,3213
2020-04-20,50,300,1500,47745,8990
2020-04-20,51,3,,554,53
2020-04-20,52,38,,11671,820
2020-04-20,53,629,,157104,12923
2020-04-20,54,230,1211,46603,5353
2020-04-20,55,24,,21253,902
2020-04-20,56,2,51,7073,428
2020-04-19,1,9,36,9576,319
2020-04-19,2,154,641,40875,4837
2020-04-19,3,40,291,22428,1781
2020-04-19,4,,,3,0
2020-04-19,5,184,1387,48061,4929
2020-04-19,6,1166,,250567,30333
2020-04-19,7,411,1797,35173,9433
2020-04-19,8,1086,,40663,17550
2020-04-19,9,96,,10906,2793
2020-04-19,10,90,,12256,2538
2020-04-19,11,781,3930,230083,25996
2020-04-19,12,687,3464,61632,18301
2020-04-19,13,5,,943,133
2020-04-19,14,9,51,22896,574
2020-04-19,15,75,,21648,2902
2020-04-19,16,44,151,15773,1668
2020-04-19,17,1290,,112961,30357
2020-04-19,18,562,,49932,11210
2020-04-19,19,92,390,16281,1849
2020-04-19,20,144,1059,29518,2707
2020-04-19,21,1296,,111420,23928
2020-04-19,22,2146,3789,129295,39820
2020-04-19,23,626,2886,55061,12830
2020-04-19,24,34,136,14076,867
2020-04-19,25,3236,,89758,37557
2020-04-19,26,134,574,46288,2914
2020-04-19,27,176,,48242,5667
2020-04-19,28,2,,42,14
2020-04-19,29,159,808,34791,4274
2020-04-19,30,10,55,10465,433
2020-04-19,31,172,,72279,6493
2020-04-19,32,10,51,13045,584
2020-04-19,33,28,,13288,1287
2020-04-19,34,38,192,12082,1342
2020-04-19,35,5310,,85387,85301
2020-04-19,36,53,258,34834,1798
2020-04-19,37,172,,27870,3728
2020-04-19,38,13869,64550,374769,242786
2020-04-19,39,471,2565,75697,11602
2020-04-19,40,140,541,32966,2599
2020-04-19,41,74,456,37128,1910
2020-04-19,42,1112,,126570,32284
2020-04-19,43,62,,8280,1213
2020-04-19,44,164,605,29289,5207
2020-04-19,45,120,776,36103,4377
2020-04-19,46,7,74,10427,1635
2020-04-19,47,148,724,90028,7070
2020-04-19,48,477,,163787,18923
2020-04-19,49,27,259,60486,3069
2020-04-19,50,277,1422,46196,8537
2020-04-19,51,3,,548,53
2020-04-19,52,38,,11450,817
2020-04-19,53,615,,152470,12589
2020-04-19,54,220,1190,45323,5176
2020-04-19,55,18,,19168,863
2020-04-19,56,2,50,6972,426
2020-04-18,1,9,36,9341,314
2020-04-18,2,146,620,37883,4655
2020-04-18,3,38,291,22402,1739
2020-04-18,4,,,3,0
2020-04-18,5,177,1341,46326,4719
2020-04-18,6,1072,,230703,28963
2020-04-18,7,391,1755,34260,9047
2020-04-18,8,1036,,38653,16809
2020-04-18,9,91,,10602,2666
2020-04-18,10,86,,11694,2323
2020-04-18,11,754,3842,221258,25269
2020-04-18,12,673,3420,56539,17669
2020-04-18,13,5,,943,133
2020-04-18,14,9,48,21790,553
2020-04-18,15,74,,20434,2513
2020-04-18,16,43,151,15292,1655
2020-04-18,17,1259,,108244,29160
2020-04-18,18,545,,46232,10641
2020-04-18,19,86,383,15886,1790
2020-04-18,20,137,1008,28074,2522
2020-04-18,21,1267,,114419,23580
2020-04-18,22,1983,3728,124604,37527
2020-04-18,23,582,2757,53062,12308
2020-04-18,24,32,136,14076,847
2020-04-18,25,3107,,87114,37029
2020-04-18,26,121,561,45182,2788
2020-04-18,27,175,,48242,5517
2020-04-18,28,2,,42,14
2020-04-18,29,152,782,34791,3974
2020-04-18,30,10,55,10143,426
2020-04-18,31,164,,70071,6140
2020-04-18,32,9,47,12435,528
2020-04-18,33,24,,12539,1138
2020-04-18,34,37,190,11565,1287
2020-04-18,35,5139,,81116,81420
2020-04-18,36,51,242,33902,1711
2020-04-18,37,168,,27125,3626
2020-04-18,38,13362,63103,359800,236732
2020-04-18,39,451,2519,68819,10222
2020-04-18,40,139,541,32966,2570
2020-04-18,41,72,449,35739,1844
2020-04-18,42,836,,122896,31069
2020-04-18,43,60,,8055,1118
2020-04-18,44,150,578,27527,4868
2020-04-18,45,119,776,34587,4246
2020-04-18,46,7,68,10118,1542
2020-04-18,47,145,719,83824,6762
2020-04-18,48,453,,157979,18260
2020-04-18,49,25,251,57013,2931
2020-04-18,50,258,1296,43878,8053
2020-04-18,51,3,,390,53
2020-04-18,52,38,,11212,813
2020-04-18,53,598,,150599,12493
2020-04-18,54,211,1176,43962,5013
2020-04-18,55,16,,18655,785
2020-04-18,56,2,50,6217,422
2020-04-17,1,9,36,9141,309
2020-04-17,2,144,594,33318,4530
2020-04-17,3,37,,21799,1695
2020-04-17,4,,,3,0
2020-04-17,5,169,1289,44723,4507
2020-04-17,6,985,,224086,27528
2020-04-17,7,374,1693,33155,8675
2020-04-17,8,1036,,38653,16809
2020-04-17,9,86,,10167,2476
2020-04-17,10,76,,11694,2323
2020-04-17,11,699,3665,210718,24119
2020-04-17,12,650,3324,54490,17194
2020-04-17,13,5,,940,133
2020-04-17,14,9,45,21316,541
2020-04-17,15,64,,19460,2332
2020-04-17,16,41,148,15043,1609
2020-04-17,17,1134,,102588,27575
2020-04-17,18,519,,44631,10154
2020-04-17,19,84,375,15196,1705
2020-04-17,20,129,971,27318,2429
2020-04-17,21,1213,,108869,23118
2020-04-17,22,1822,3756,117195,35125
2020-04-17,23,541,2612,50437,11572
2020-04-17,24,29,133,14076,827
2020-04-17,25,2984,,83268,36320
2020-04-17,26,111,518,43820,2668
2020-04-17,27,165,,46434,5283
2020-04-17,28,2,,42,13
2020-04-17,29,140,736,34791,3793
2020-04-17,30,8,54,9822,422
2020-04-17,31,152,,67122,5859
2020-04-17,32,9,47,11903,438
2020-04-17,33,24,,12038,1066
2020-04-17,34,37,190,11421,1287
2020-04-17,35,4853,,78982,78467
2020-04-17,36,44,230,32891,1597
2020-04-17,37,162,,26238,3524
2020-04-17,38,12822,61120,343581,229642
2020-04-17,39,418,2424,68819,9107
2020-04-17,40,136,528,31155,2465
2020-04-17,41,70,427,34536,1785
2020-04-17,42,756,,117932,29441
2020-04-17,43,58,,7864,1068
2020-04-17,44,118,331,26157,4585
2020-04-17,45,109,675,32353,3931
2020-04-17,46,7,63,9651,1411
2020-04-17,47,142,711,80684,6589
2020-04-17,48,428,,152165,17371
2020-04-17,49,23,244,52966,2805
2020-04-17,50,231,1221,41506,7491
2020-04-17,51,2,,373,51
2020-04-17,52,35,,10813,802
2020-04-17,53,585,,148206,12318
2020-04-17,54,205,1153,42365,4839
2020-04-17,55,13,,17927,754
2020-04-17,56,2,43,6131,412
2020-04-16,1,9,35,8435,300
2020-04-16,2,133,553,32046,4345
2020-04-16,3,37,,21055,1620
2020-04-16,4,,,3,0
2020-04-16,5,150,1258,43164,4234
2020-04-16,6,890,,220218,26182
2020-04-16,7,357,1636,32253,8280
2020-04-16,8,971,,37238,15884
2020-04-16,9,81,,9800,2350
2020-04-16,10,70,,11275,2075
2020-04-16,11,646,3460,196351,22897
2020-04-16,12,587,3108,52270,15669
2020-04-16,13,5,,870,133
2020-04-16,14,9,45,20170,530
2020-04-16,15,60,,18534,2141
2020-04-16,16,41,143,14655,1587
2020-04-16,17,1072,,96856,25733
2020-04-16,18,477,,41573,9542
2020-04-16,19,80,359,14534,1588
2020-04-16,20,122,807,26033,2291
2020-04-16,21,1156,,104054,22532
2020-04-16,22,1667,3726,110098,32492
2020-04-16,23,499,2451,48059,10784
2020-04-16,24,27,130,14076,796
2020-04-16,25,2841,,78274,35455
2020-04-16,26,94,475,42536,2486
2020-04-16,27,152,,45537,5111
2020-04-16,28,2,,27,13
2020-04-16,29,129,682,34791,3624
2020-04-16,30,7,52,9521,415
2020-04-16,31,131,,65452,5465
2020-04-16,32,9,45,11311,392
2020-04-16,33,21,,11342,952
2020-04-16,34,32,178,11027,1139
2020-04-16,35,4489,,76513,75317
2020-04-16,36,36,215,31910,1484
2020-04-16,37,158,,25130,3321
2020-04-16,38,12192,59052,328295,222284
2020-04-16,39,389,2331,66426,8414
2020-04-16,40,131,528,28542,2357
2020-04-16,41,64,414,33202,1736
2020-04-16,42,707,,113735,27735
2020-04-16,43,56,,7315,1043
2020-04-16,44,105,331,24657,4295
2020-04-16,45,107,675,31077,3656
2020-04-16,46,7,55,9239,1311
2020-04-16,47,141,691,78787,6262
2020-04-16,48,393,,142092,16455
2020-04-16,49,21,238,46995,2683
2020-04-16,50,208,1114,39555,6889
2020-04-16,51,1,,357,51
2020-04-16,52,35,,10259,792
2020-04-16,53,571,,143434,11967
2020-04-16,54,197,1121,40974,4636
2020-04-16,55,13,,17567,739
2020-04-16,56,2,43,6131,401
2020-04-15,1,9,34,8371,293
2020-04-15,2,121,525,29964,4113
2020-04-15,3,33,130,20265,1569
2020-04-15,4,,,3,0
2020-04-15,5,142,1213,41348,3962
2020-04-15,6,821,,192062,24424
2020-04-15,7,329,1556,31639,7941
2020-04-15,8,868,,35388,14755
2020-04-15,9,72,,9328,2197
2020-04-15,10,67,,11088,2014
2020-04-15,11,609,3344,190998,22511
2020-04-15,12,552,2922,49103,14987
2020-04-15,13,5,,843,133
2020-04-15,14,9,45,19286,517
2020-04-15,15,53,,17874,1995
2020-04-15,16,39,141,13934,1464
2020-04-15,17,948,,92336,24593
2020-04-15,18,436,,39441,8955
2020-04-15,19,76,342,13174,1494
2020-04-15,20,115,687,25487,2210
2020-04-15,21,1103,,99977,21951
2020-04-15,22,1502,3637,102790,29970
2020-04-15,23,469,2231,45731,10032
2020-04-15,24,24,126,14076,770
2020-04-15,25,2672,,73828,34533
2020-04-15,26,87,445,41245,2321
2020-04-15,27,147,,44117,4895
2020-04-15,28,2,,27,13
2020-04-15,29,122,645,34791,3360
2020-04-15,30,7,51,9179,404
2020-04-15,31,117,,62704,5123
2020-04-15,32,9,44,10952,364
2020-04-15,33,20,,10828,901
2020-04-15,34,32,178,11027,1139
2020-04-15,35,4068,,72991,71030
2020-04-15,36,36,181,31443,1407
2020-04-15,37,150,,24444,3211
2020-04-15,38,11586,56968,312233,213779
2020-04-15,39,361,2237,63761,7791
2020-04-15,40,123,510,26956,2263
2020-04-15,41,58,401,31688,1663
2020-04-15,42,647,,111094,26490
2020-04-15,43,51,,6825,974
2020-04-15,44,87,331,22567,3903
2020-04-15,45,107,675,31077,3656
2020-04-15,46,6,51,8691,1168
2020-04-15,47,135,663,74817,6079
